plate,review_reason_code,customer_meaning,reviewer_comments,status
CAMURDR,2,THE LAST NAME OF A VERY CLOSE FAMILY FRIEND OF MINE WHO PASSED AWAY LAST YEAR.,MURDER,N
CAPWN13,2,PHONETIC FOR MY LAST NAME (CAPONE) AND MY LUCKY NUMBER 13,13 GANG REFERENCE,N
CHEAP AF,3,REALLY INEXSPENSIVE VEHICHLE,CHEAP AS FUCK,N
CHEN 88,2,CHEN FAMILY DAD'S CAR,88 HITLER REFERENCE,N
CHOOWME,2,THE WAY MY DAUGHTER SAYS SHOW ME,SHOW ME WITH AN ACCENT,N
CHVY650,2,TRUCK,650 AREA CODE,N
CK RAMS,2,CHUCK AND KIM ARE RAMS FANS,CK CRIP KILLER,Y
CLAIRE G,2,MY NAME,G AS IN GANGSTER,N
CNTBYKL,2,CAN'T BUY COOL,CANT BUY KILL ??,N
COWBOY D,1,I'M A COWBOY AND MY NAME IS DAWSON.,D AS IN PENIS,N
CUMN1ST,2,ENGINE IN MY TRUCK IS A CUMMINS. COMING IN FIRST.,CUMMIN FIRST SEXUAL REFERENCE,N
CY4L8R,6,SEE YA LATER,CYA LATER - taken,N
DAT BLWR,1,"THAT BLOWER"" - MY CAR IS EQUIPPED WITH A FORD PERFORMANCE SUPERCHARGER (CARB LEGAL) ALSO KNOWN AS A BLOWER",THAT BLOWER,Y
DEM IVYS,3,WE ARE THE IVYS,COULD BE THEM OR DAMN,Y
DIETROK,2,"IT MEANS ""THE TRUCK"" IN AFRIKAANS",DIE,N
DRGSTIM,D7,IT IS A TYPE OF MEDICAL THERAPY USED TO TREAT PAIN,DRUG,N
DRTNPOW,2,DIRT AND POWDER,POW,Y
DRTY RED,2,DIRTY RED - THE NAME OF A BOOK,RED,Y
DTKNIFE,2,JUST PERSONAL,KNIFE,N
DUBSMK7,2,,DUB,N
DUKEY26,2,NICKNAME,DOOKIE,N
DYNMT1O,2,MY KIDS NAMED OUR NEW CAR AFTER DIESEL 10 FROM THOMAS THE TRAIN,DYNOMITE,N
EIV88CA,2,"MY INITIALS, THE YEAR I WAS BORN AND THE STATE(CALIFORNIA)",88 HITLER REFERENCE,N
ENGNERD,2,ENGINEER AND NERD,ENGINEERED OR NERD,Y
ENVY GEE,2,FULL NAME SPELL OUT,G AS IN GANGSTER,Y
EVOL AF,3,EVOLUTION-MODEL TYPE) EVIL AND FAST,AF AS FUCK,N
FATPTSY,2,NAME OF TRUCK,FAT PATSY,N
FGHT ON9,2,FIGHT ON IS UNIVERSITY OF SOUTHERN CALIFORNIA SLOGAN,FIGHT ON,Y
FIF TSDS,1,FIFTY SHADES,FIFTY SHADES,N
FISH HKR,1,FISH HOOKER IM AN AVID FLY FISHER,FISH,N
FJALL,2,FJALL IS SWEDISH FOR MOUNTAIN,FUCK YALL,N
FMY,3,MY WIFE NAME'S FLOR MARCELINO YAMAMOTO,FUCK MY YOUTH,N
FOOLS,2,MY INSTAGRAM HANDLE IS DONTBEAFOOL.,FOOLS,N
FORDGSM,1,FORD GRAND SPORT MUSTANG,FORDGASM,N
G CASH ,2,"THE ""G"" STANDS FOR MY FIRST NAME AND THE ""CASH"" STANDS FOR THE MONEY THAT I PUT INTO MY CAR.",G AS IN GANGTER,N
G GAL 64,2,GOOD GIRL 1964,G AS IN GANGSTER,N
G SYAN,2,IT'S MY LAST NAME,G AS IN GANSTER,N
HDUBB,2,HDUBB IS MY NICK NAME.,DUB,N
HFBLPRN,1,HALF BLOOD PRINCE,PRN LOOKS LIKE PORN,N
HIL YEAH,3, DRIVE A LIFTED 4 WHEEL DRIVE  - PLAY ON WORDS - HILLS AND 4 WHEEL DRIVES,HELL YEAH,Y
HIS TACO,1,ITS A TOYOTA  TACOMA. AND ITS FOR A BOY.,TACO,N
HI UP,D7,TRUCK IS LIFTED HIGH IN THE AIR,HIGH,Y
HMBL AF,3,HUMBLE AFFIRMATION, AS FUCK,N
HNGRIST,2,HUNGRIEST ,HUNGARIST ARROW CROSS PARTY,Y
HOMIE G ,2,NICKNAME, G AS IN GANGSTER,N
HUMBRND,2,I OWN HUMBOLDT BRAND BUSINESS SOLUTIONS. IT'S AN ABBREVIATION FOR MY COMPANY,HUM,Y
H8 BOLTS,2,FORMER CHARGERS,HATE,N
IDJITSS,2,CHARACTERS NAME,IDIOTS,N
I FXTIME,2,I FIX TIME,I FIX TIME OR FUCKS TIME,Y
ILVBESN,3,I LOVE BRENDA ERNESTO STEVEN NICO,I LOVE BULLSHITTIN BS'ING,N
IMG1FNG,3,I LOVE BRENDA ERNESTO STEVEN NICO,LOOKS LIKE IMAGINE 1 FUCKING EFFING,N
I P3WP3W,2,FANATIC,PEW PEW GUN,N
IRNDETH,2,MY BAND NAME,IRON DEATH,N
IRON GAY,2,COMMITTED TO SOCIAL JUSTICE BY DIVERSIFYING THE SPORT OF TRIATHLON WITH PRIDE,GAY,N
ISSALIT,D7,FUNNY SAYING BEWTEEN LOCAL FRIENDS,LIT,N
I8A 4RI,2,I ATE A FERRARI,I ATE A FERRARI,N
JBMOR3,2,NICKNAME,JB MORE CUSTOMER LAST NAME IS MORE,Y
JLY RG3R,2,JOLLY ROGER,JOLLY ROGER,Y
JMBKJCY,2,INITIALS OF ALL MY CHILDRENS NAME,JUICY,N
JVCKLYN,2,PLATES ARE SHORTENED FOR MY NAME,JACKLYN,N
KOJA CK,2,JUST A NAME,CK CRIP KILLER,N
KRIS D,1,FIRST NAME & LAST INITIAL,D AS IN PENIS,N
KRPTNGT,2,SUPERMAN'S KRYPTONIGHT,CARPERT NIGHT SEXUAL REFERENCE,Y
KTAPNGA,2,CATAPENGA,NGA LOOKS LIKE NIGGA,N
KUYA D,1,NICKNAME, D AS IN PENIS,N
KYK LA,2,DOLL,KYK LOOKS LIKE KIKE,N
K201972,6,TRUCK YEAR AND MODEL,LOOK ALIKE,N
LEWNSKI,1,NAME,MONICA LEWENSKI SCANDAL BLOW JOB,Y
LEXOMOB,2,LEXUS OWNER,MOB,N
LIL TRC,1,LITTLE TRUCK,LITTLE TRICK,N
LOVE KL,2,KL IS MY GIRLFRIDEN'S NAME.,LOVE KILL,N
L8R SUKR,2,"DRIVING AWAY FROM PEOPLE BEHIND ME. ""LATER SUCKER""",LATER SUCKER,N
MI FLIPZ,2,I'M A GYMNAST,SLANG FOR FILIPINO,Y
MILLR69,2,MY STEP SON [redacted]. HIS LAST NAME AND YEAR OF HIS CAR. 1969 CHEVY NOVA,CUSTOMER LAST NAME NOT MILLER 69 SEXUAL REFERENCE,Y
MOBB 59,2,ITS MY NICKNAME AND FOOTBALL JERSEY NUMBER. I PLAY FOR THE 49ERS. MOBB IS SHORT FOR LYNCHMOBB.,MOB,N
MODEL G,2,CAR IS A G55 MERCEDES. HENCE A MODEL G.,G AS IN GANGSTER ALSO COULD BE A TRIM LEVEL OF VEHICLE,Y
MOMACAT,1,WIFE'S NICKNAME SHE IS A MOMA AND THE 1ST 3 LETTERS OF OUR LAST NAME IS CAT (CATTELL).,CAT,Y
MONKYMN,1,MONKEYMAN NICK NAME,MONKEY,N
MRL8SKN,2,NICKNAME,LOOKS LIKE MR LIGHT SKIN,N
MRSSNIF,2, AM A DOGWALKER AND MY BUSINESS IS CALLED MRS SNIFFS,MRS SNIFF??,N
MRT FOOL,2,MR.T FROM THE A TEAM SHOW,FOOL ,N
MUMPY,2,MY WIFE'S PET NAME FOR ME,BUMPY PERSON WHO HAS HAD THE MUMPS,N
MURDRNO,2,PODCAST NICKNAME FOR FOLLOWERS OF PODCAST,MURDER,N
MYBIMBO,1,FAMILY COMPANY BAKERY NAME,BIMBO DEROGATORY WORD,N
NO SHUT ,3,,LOOKS LIKE NO SHIT,N
NUTSI,2,BABY PACIFIER,LOOKS LIKE NUTSY AS IN CRAZY OR NATZI,N
OSHITZO,3,THE DOG BREED SHITZU,SHIT,N
O829OC2,6,SAME AS ORIGINAL PLATE,LOOK  A LIKE,N
PAH S 88,2,FATHER'S 1988,88 HITLER REFERENCE,N
PAN8ONE,2,PANETTONE IS AN ITALIAN CAKE.,PAN ATE ONE,N
PASO GSM,2,PASO ROBLES GRENACH SYRAH MOUVEDRE WINE,PASO GASM,N
PCK FAM,3,PACKER FAMILY- WE ARE GREEN BAY PACKER FANS,LOOKS LIKE FUCK FAM,Y
PECAS13,3,THE NICK NAME OF MY BROTHER AND THE YEAR HE PASSED AWAY,13 GANG REFERENCE,N
PIPE EN,1,IM A WATER UTILITY WORKER I INSTALL WATER PIPES FOR LA DWP,PIPEN SEXUAL TEM,N
PITA D,1,PITA IS SHORT FOR LUPITA WHAT MY FAMILY CALLS ME AND THE D IS THE FIRST INITIAL OF MY LAST NAME,D STAND ALONE CUSTOMER LAST NAMESTARTS WITH A D,N
PLAGUED,2,PLAGUE IS A NOUN THAT MEANS IRRITATED,PLAGUED,N
PORN HUB,1,CAR SHOW CAR,PORN HUB PORN WEBSITE,N
POTSTIL,D7,"COPPER POT STILL RUM IS HIGHLY REGARDED AS OF THE UTMOST QUALITY, BUT THERE AREN'T ENOUGH LETTERS TO SPELL IT OUT!",POT MARIJUANA,N
PRDAWOP,2,ITS A MIX BETWEEN PORTUGUESE AND ITALIAN,WOP,N
PRTYNPK,1,IT MEANS PRETTY IN PINK...ONE OF MY FAVORITE MOVIES,PRETTY IN PINK,Y
PWDRRLZ,2,POWDER RULES IS A REFERENCE TO SKIING FRESH POWDER SNOW.,POWDERLESS,Y
PZMOLVR,2,PISMO BEACH CA LOVER,PLEASE MOVE OVER,Y
QUAFABL,1,"QUAFFABLE - THERE'S A MOVIE QUOTE THAT SAYS ""QUAFFABLE, BUT FAR FROM TRANSCENDENT""",QUAFFABLE MEANS EASY TO DRINK DRINKABLE COULD BE SEEN AS A SEXUAL TERM,N
RAM XL,2,EXTRA LARGE RAM TRUCK, RAM EXTRA LARGE,N
RAULHO2,2,MY NAME,HO,Y
RCKSLUT,1,OFF ROAD TRUCK,SLUT,N
REDRDER,2,RED RIDER,RED RAIDER,Y
RELENT1,2,RELENLESS FITNESS,RELENT MEANS CRUEL OR HARSH,Y
RM MM88,2,OUR INITIALS AND YEAR ANNIVERSARY,88 HITLER REFERENCE,N
RNR LOVR,1,ROCK AND ROLL LOVER,LOVER,Y
ROQUE D,1,MY DAD'S NAME AND LAST NAME INITIAL ROQUE DIAZ,ROCK D  D AS IN PENIS COULD BE A SEXUAL TERM,N
RRR88RS,2,RAIDERS,88 HITLER REFERENCE,N
R R88ED,2,"THIS PLATE IS FOR THE VW GOLF ""R"". SO I WANTED TO EMPHASIZE LETTER ""R"" ON THESE PLATED TO SEPARATE IT FROM OTHER GOLF MODELS THAT LOOK SIMILAR. THANK YOU VERY MUCH.",88 HITLER REFERENCE,N
RYDERED,2,HONDA MOTO X,RED,Y
R88RRRZ,2,RAIDERS (NFL TEAM),88 HITLER REFERENCE,N
SA BONA,2,"GOOD DAY"" IN ZULU",BONA BONER,Y
SEEKOPS,4,SEEK OPPORTUNITIES,SEE COPS,N
SHRNK HD,2,AS A PSYCHOLOGIST'S JOB,SHRUNK HEAD,Y
SMOL AX,2,BOB MARLEY SONG,AXE,N
SNAZZYB,3,BE SNAZZY. SNAZZY IS STYLISH AND ATTRACTIVE,SNAZZY B B AS IN BITCH,N
SOGYTCO,1,SOGYTCO,SOGGY TACO,N
SSDG187,2,INITIALS OF DECEASED FAMILY MEMBERS AND DATE OF PASSING. S.S. & D.G. DIED JANUARY 1987.,187 MURDER,N
STARBLU,2,"MY WIFES NAME IS STELLA BLUE , WHICH MEANS BLUE STAR.",BLUE,Y
STUGQTS,1,MY GRANDFATHER FIRST NAME AND MY DOGS NAME,STUGOTS FROM THE SOPRANOS MEANS YOU DICK,N
SWINGAR,1,NAME OF MY COMPANY HAVING TO DO WITH 1940S SWING ERA,SWINGER,N
SWING R,1,NAME OF MY COMPANY HAVING TO DO WITH 1940S SWING ERA,SWINGER,N
THBOXNK,1,THINK OUTSIDE THE BOX,THINK OUTSIDE THE BOX.. BOX IN THE MIDDLE STANDS OUT,Y
TINY AF,3,ONE TINY CAR!,AF AS FUCK,N
TRAPN13,2,TRAPPED 13,13 GANG REFERENCE,N
TURDFXR,2,TURD FIXER (I REMODEL OLD RUN DOWN HOMES),TURD,N
URBNTCH,3,"I'M A TEACHER IN AN URDER SCHOOL DISTRICT. ""URBAN TEACHER"" = URBNTCH",URBAN TOUCH OR YOURE A BITCH,Y
VANDALZ,2,VANDALS CLOTHING BRAND,VANDALS,N
V LIT,D7,AN ADJECTIVE THAT IS USED TO DESCRIBE HOW FUN SOMETHING WAS. USED IN A SENTENCE: SCHOOL WAS V LIT.,LIT HIGH DRUNK POPPIN,N
WAT TR FK,3,HAS A GREEN STICKER,WHAT THE FUCK,N
WCKD 50,,WICKED 5.0,WICKED COP OR WICKED MUSTANG,Y
W DTHTRP,,SONG BY STATIC-X CALLED WISCONSIN DEATH TRIP.,DEATH TRAP,N
WEEDMAS,,WE EDUCATE(ED) MORE(MAS),MORE WEED,N
WET IROC,,MY FRIENDS INITIALS WHO PASSED AWAY (WILLIAM ERIC THOMPSON) AND THE CAR ITS GOING ON SINCE HE LOVED IT...,WET ALSO MEANS CLEAN OR CAN BE USED AS A SEXUAL REFERENCE,N
WSLS13R,,CAR CLUB,13 GANG REFERENCE,Y
YOGYCAT,,I AM A YOGI AND A CAT LOVER,CAT,Y
YO MAMA7,,YO MAMA7,YO MAMA,N
Z714PLY,,Z71 FOR PLAY,714 AREA CODE,Y
1EGRBVR,,1 EAGER BEAVER BOY SCOUTS BASEBALL TEAM NA,BEAVER,N
1FEDXXX,,7WEV533,XXX SEXUAL REFERENCE,N
1GETSUM,,NAME OF FANTASY FOOTBALL TEAM.  NO MEANING,GET SUM SEXUAL REFERENCE,N
1G WAGN,,MODEL OF THE SUV,G AS IN GANGSTER G WAGON IS A MERCEDES WAGON,Y
1JUICY1,,IN REMEMBRANCE OF MY GRANDMA LUCY,JUICEY,N
1MVNPRT,,"I LIKE THE SIMPLICITY OF MY ELECTRIC CAR AND AN ELECTRIC MOTOR HAS ""ONE MOVING PART""",IMPORT,Y
1PUMBA,,CHILDHOOD NICK NAME,PUMBA WAS A HOG PIG,Y
13NEO13,,MY LUCKY NUMBER AND NICKNAME,13 GANG REFERENCE,N
2AIMHIR,,NEVER BE A QUITTER AND ALWAYS AIM FOR THE STARS.,AIM HIRE,Y
2 GRINGO,,TOO GRINGO (BASICALLY THE MEXICAN TERM FOR AN ANGLO AMERICAN),GRINGO SLANG FOR MEXICAN,N
2MY QN B,,TO MY QUEEN BEE,B AS IN BITCH,N
23 IDFWU,,INSIDE FAMILY JOKE, I DON’T FUCK WITH YOU,N
3BAY13P,,MY LUCKY NUMERS AND NAME,13 GANG REFERENCE,Y
4 D DUB,,FOR DAPHNE WARREN,DUB,N
4 MARY J,,IT'S MY NAME,MARY JANE AS IN MARIJUANA,N
5HTATOM,,5HTATOM,SHIT ATOM(ADAM) CUSTOMER NAME,N
5OCOYO,,THE MOTOR SIZE MY CAR HAS AND THE TYPE OF CAR I HAVE.,50 MUSTANG OR COP,N
6 COCO,,MY NUMBER IN VOLLEYBALL AND MY NICKNAME,COCO COULD MEAN DRUGS,N
7FOO1,,I DOESN'T HAVE SPECIAL MEANING. JUST A BEAUTIFUL COMBINATION.,LOOKS LIKE 7 FOOL,N
7OHH7,,I LIKE 7. LUCKY SEVEN OH YEAH LUCKY SEVEN.,707 AREA CODE,N
7 TNT 8,,MY INITIALS AND BIRTHDAY OF ME AND MY SON,TNT BOMB,N
76O QUIN,,CAR CLUB MEMBER,760 AREA CODE,N
787 CREW,,MY FAVORITE PLANE I AM WORKING ON,787 AREA CODE,N
8 GIANT 8,,IM A SAN FRANCISCO GIANTS FAN AND IM BORN IN 1988.,88 HITLER REFERENCE,N
82LFITE,,1982 LA FITE ROTHSCHILD WINE WITH SPECIAL IMPORTANCE TO ME,FITE FIGHT,Y
88M3O,,US ARMY JOB CODE,88 HITLER REFERENCE,N
9II LGND,,"PORSCHE 911 IS THE MODEL OF MY CAR AND ITS A CLASSIC SO THE ""LGND"" STANDS FOR THAT.",911 LEGEND,Y
$LABLU3,,LOS ANGELES DODGER FAN AND LOVES BLUE,BLUE,Y
$NY 716,,HOME STATE AND AREA CODE,716 AREA CODE,N
AGS 8D8,,MY INITIALS AND THE YEAR MY SON WAS BORN,88 HITLER REFERENCE,N
HOMTBZ,,,CAN NOT TRANSLATE,Y
MOMS E,,MOM'S E550,E AS IN ECSTATCY,Y
BUDS FJ,,"BUD IS MY NICKNAME, IT MEANS THAT THIS IS MY TOYOTA FJ CRUISER",BUD AS IN WEED,Y
NOFSLFL,,NO FOSSIL FUEL (IT'S AN ELECTRIC CAR),CAN NOT TRASNSLATE,Y
JAMOKE,,ARMY UNIT JARGON,IT MEANS SLOW OR STUPID,N
GAP UP,,FAMILY MOTTO,GAP UP,Y
BLUKTTY,,BLUE KITTY,BLUE KITTY,N
BLUN8HT,,BLUE NIGHT,BLUE,Y
BLUZBUG,,THE COLOR BLUE ON A VW BEETLE,BLUE,Y
CAZ BOX,,CAZADERO RV(BOX ON WHEELS),BOX,N
COCO BNZ,,MY NICKNAME AND BRAND OF CAR,BENZ,N
DEPENDA,,NICKNAME FOR SPOUSE,DEPENDA DEROGATORY TERM FOR A MILITARY WIFE,N
DRTYPRL,,DIRTY PEARL MY WHITE CAR IS NEVER WASHED,DIRTY PEARL,N
DRVRREQ,,DRIVER REQUIRED,DRIVE OR WRECK,Y
EL MAYO,,THAT IS MY MIDDLE NAME.,MAYONAISE,Y
FA BZ JK,,FABRIE IS OUR LAST NAME AND JK IS OUR INITIALS,FUCK A BITCH JUST KIDDING,N
F CKA LS,,ENGINE CODE FOR SOME GM VEHICLES,FUCK AN LS,N
GORA 916,,MYNAME,916 AREA CODE,N
HEADTFU,,CAR NAME,HEAD THEN FUCK YOU,N
HT MOMMY,,TALL MOM,HOT MOMMY,N
KOKOS  ,,NICKNAME,COCO DRUGS,N
LIL BNCH,,LITTLE FAMILY BUNCH,LITTLE BITCH,Y
MNKELDY,, HAVE AN ONLINE ETSY SHOP CALLED SOCK MONKEY VILLAGE & I'M KNOWN AS THE MUNKEELADY,MONKEY LADY,N
NA GAH,,PAIUTE LEGEND NAME OF THE NORTH STAR.,NIGGA,N
PNISHER,,MY FAVORITE MOVIE,PUNISHER,N
POCHO G,,MY NICKNAME AND MY LAST NAME INITIAL, G AS IN GANGSTER,N
RED 9,,STAR WARS RED SQUADRON CALL SIGN.,RED,Y
V8DNTH8,,DONT HATE BECAUSE MY CAR HAS A V8 ENGINE,V8 DON’T HATE,N
X KIXGAS,,THE ELECTRICAL POWERED TESLA MODEL X KICKS THE HABIT (NECESSITY) OF GAS FUELING. ,KICK GAS KICKS ASS,N
1SLY PI,,1 SLY PRIVATE INVESTIGATOR,PIE,N
3 MOLLY ,,MY RV'S NAME IS MOLLY (MO TORHOME). THERE IS ME AND MY 2 DOGS,MOLLY DRUGS,N
8AVETTE,,SEDAN WITH CORVETTE ENGINE,ATE A VETTE,N
911 4 FUN,,CAR TYPE FOR FUN,911  EMERGENCY ,N
DPH FAM ,,FAMILY,DEL PASO HEIGHTS,N
SMKNPTS,,UNCLE MILTY'S SMOKIN' POTS SUCCULENTS AND DISH GARDENS,SMOKING,N
ASN DOL,,ASIAN DOLL,ASIAN DOLL,Y
TASHA 88,,THIS IS MY FIANCEE FIRST NAME AND THE YEAR SHE WAS BORN,88 HITLER REFERENCE,N
TESSI B,,MY NAME FOR MY TESLA,B AS IN BITCH,N
SNPE 88,2,,88 HITLER REFRENCE,N
C DUCHES,2,,DUCHES OR DOUCHES,Y
D LUV C6,1,,D STAND ALONE,N
DR E ME,D7,,LOOKS LIKE DR EAT ME OR E AS IN EXSTA DRUG,N
FRKNSTG,3,,FRICKING STANG LIKE FUCKING STANG,N
FRMTHPT,2,,FROM THE POT FROM THE PIT,Y
GHALNGR,6,,LOOKS LIKE A SUBSTITUTION,Y
GOT FIVE,D7,,I GOT FIVE ON IT DRUG REFERENCE,Y
HIP 69,1,,69 SEXUAL REFERENCE - can't see ANI,N
KATZ PI,1,,CATS PIE,N
KY668,2,,668 AREA CODE,N
MBTKSBM,,,CANNOT TRANSLATE,Y
OO BIG G,2,,G AS IN GANGSTER,N
O 714 C,2,,714 AERA CODE,N
R9OODZ,1,,ARE NUDES,Y
SPY TRYK,2,,TRICK,N
S5VAGE,6,,SAVAGE,N
8SGR A8,2,,88 HITLER REFRENCE,Y
JTMFXR,3,,JT MOTHER FUCKIN XR,N
VDA SUCA,2,,SUCKA,N
2&TNT,2,,TNT BOMB,N
ASR 88,2,,88 HITLER REFRENCE,N
CATZ GPX,1,,CATS PIE,N
LLL HOS,1,,HOES,N
13CKF,2,A SPECIAL NUMBER AND MY INITIALS.,"13 CAN BE A GANG NUMBER, NO 2013 CAR",N
ACDAOG,2,NICKNAME AND SOCIAL MEDIA HANDLE,"AMANDA COLVIN THE OG, OG=ORIGINAL GANGSTER",Y
BLDEKTN,1,VIDEO GAME CHARACTER,"BLADE KITTEN, KITTEN=PUSSY. IT IS A VIDEO GAME CHARACTER",N
BRONCOP,5,FORD BRONCO POLICE,COP,N
CAT 4 ED,1,CAT CLUB,"CAT=PUSSY, NO CAT CAR ON ANI",Y
DC4L 13,2,DALLAS COWBOYS 4 LIFE 2013,"13=gang number, no 2013 car",N
DRFT HTR,2,DRIFT HUNTER,HUNTER OR HATER?,N
FAT FUCS,3,OUTDOOR CLOTHING COMPANY FOR BURLY HIKERS,FAT FUCKS,N
FCUKKER,3,ITS A NICKNAME MY GRANDMA GAVE ME SINCE I HAD A STUTTER WHEN I WAS YOUNGER. I MIXED MY S WITH F SOUNDS AND I WOULD ALWAYS ASK HER FOR SUCKERS IT WOULD COME OUT LIKE THAT,FUCKER,N
FLEXCAT,1,MY CAR IS A FLEXIBLE AND MY NAME IS CATHY,"CAT=PUSSY, NO CAT CAR ON ANI",Y
F U T W,3,I HAVE A FRAME TO MATCH:),FUCK UP THE WORLD,N
FU14,3,FERRARI MODEL,"EFF YOU, FUCK YOU. DOES HAVE A 2014 FERRARI",N
GABINHO,2,WIFE'S NICKNAME,"PULLED FOR HO, WIFE IS GABRIELLY",N
GET HUH,2,"THIS IS A SONG FROM MY TEENAGE YEARS AND ITS PRONOUNCED "" GET HER""","CANT FIND LYRICS ON GOOGLE, PULLED BECAUSE OF THEIR MEANING ""GET HER""",N
GURKHA X,2,GURKHAS IS THE COLLECTIVE NAME WHICH REFERS TO ALL THE UNITS IN THE BRITISH ARMY THAT ARE COMPOSED OF NEPALESE SOLDIERS.,GURKHA=NEPALESE PROFESSIONAL SOLDIERS,Y
HH67CAM,2,HERIBERTO HERNANDEZ'S 67 CAMARO,"HH=HEIL HITLER, IT IS CUSTOMER'S INITIALS",Y
HOUSEXY,2,MUSIC LABEL BRAND,"HO, YOU SEXY. PULLED FOR HO",N
HUMIRDE,1,HUMBLE,"HUMMER, CAN HAVE SEXUAL CONNOTATIONS. CANT FIND HIM WITH ANI",N
IMNTDA1,2,I'M NOT THE ONE,"I'M NOT THE ONE, CONFRONTATIONAL?",N
JAH1969,1,INITIALS/BIRTH YEAR,"69-SEXUAL CONNOTATIONS. DOESN’T DESCRIBE HIS VEHICLE, IS HIS BIRTH YEAR",Y
JBLTS,2,INITIALS OF DAUGHTERS AND WIFE,J BULLETS,Y
JMFC,3,NAME,JIMMY 'MOTHERFUCKING' CHIOU,N
JPJGABU,2,"THE ACTIVITIES I HAVE SERVED ON IN THE NAVY. JOHN PAUL JONES, GONZALEZ, ANTIETAM, BOXER, AND UCT-2","JAP JIGABU, RACIAL SLURS. NO JEEP FOUND ON ANI",N
KLLR 6 4,2,"SAYS ""KILLER 6.4"". 6.4 IS ENGINE SIZE. KILLER MEANING RAD, AWESOME",KILLER,N
KYKFISH,2,KAYAK FISHING,KIKE=OFFENSIVE TERM FOR A JEWISH PERSON,N
LDIZZLE,1 OR 7D,PERSONAL NICKNAME,"DIZZLE CAN MEAN ANYTHING STARTING WITH ""D"", SO 'LD' MEANS LONG DICK. DIZZLE IS ALSO SLANG FOR ECSTACY. CUSTOMER INITIALS ARE LML (NO 'D' LETTER)",Y
LOCCASS,2,NICK NAME,"LOCA=CRAZY, BUT ALSO 'ASS'",N
MADBHLN,2,MAD BHILLIN,MAD BALLIN,Y
MF KAGE,3,"I USED TO BE A DJ, THEY CALLED MY METAL FINGERS KAGE",MF=MOTHERFUCKER,N
MFUNFTT,3,MEANS M5 IN GERMAN TWIN TURBO,PULLED FOR MF BUT CUSTOMER MEANING IS CORRECT. FUNF=5 AND HE OWNS A 2016 BMW,N
MONSE 14,2,BABYS NAME,"14=HATE SYMBOL, NO 2014 CAR",N
NO HAND5,2,NO HANDS,NO HAND? 'NO HANDS' IS UNACCEPTABLE,N
OH CMF,3,OAK HEART COUNTRY MUSIC FESTIVAL,CMF=CRAZY MOTHERFUCKER. THIS IS THE NAME OF A FESTIVAL IN THOUSAND OAKS WHERE THE CUSTOMER IS FROM,N
PNKJAY,1,wife & husband nickname,pink=pussy,Y
ROMEO13,2,IT'S A NAME OF MY SON,"13=gang number, no 2013 car",N
SCK 2BU,2,SARA CHRIS KATHY 2ND BIRTH UNION,SUCK TO BE YOU,N
SDSMF14,2,SAN DIEGO INTERNATIONAL AIRPORT SACRAMENTO INTERNATIONAL AIRPORT MEMORABLE YEAR 2014,"SMF=AIRPORT CODE FOR SACRAMENTO BUT ALSO SICK MOTHERFUCKER. 14=HATE SYMBOL, NO 2014 CAR ON ANI",N
SHOKEE,1,HOW WE AND OUR FRIENDS CALL MY BROTHER ASHOK AT HOME.,"SHOKI=A QUICKIE IN YORUBA (NIGERIAN LANGUAGE) SEXUAL CONNOTATION. IS ALSO A JAPANESE WORD, GOOGLE TRANSLATE SAYS IT MEANS 'INITIAL STAGE OR EARLY DAYS'",Y
SSLAYR,2,SUPER SLAYER,SLAYER=KILLER,N
SUBARHO,2,THE LICENSE PLATE IS A MIXTURE OF MY NICKNAME AND THE BRAND OF CAR,SUBARU + HO,N
S8 SHTR,2,STRAIGHT SHOOTER:AN HONEST AND FORTHRIGHT PERSON,PULLED FOR SHOOTER,N
TENGU88,2,"NAME OF MY FIRST DOG (JAPANESE AKITA) AS A CHILD THAT PAST AWAY IN 1988.  ""TENGU""MEANS ""HEAVENLY DOG"" IN JAPANESE","88=HATE SYMBOL, NO 88 CAR",N
TH SAUCE,7D,MELISSA IS MIDDLE NAME. FAMILY NICKNAME IS SASA. EVERYONE REFERS TO ME AS THE SAUCE,"THE SAUCE IS A STRAIN OF MARIJUANA, CAN MEAN LIQUOR. OR COULD JUST BE SLANG FOR SOMETHING REALLY COOL, A NO PROFANITY VERSION OF 'THE SHIT' - SAUCE released in Aug 2015, DA SAUCE released Feb 2017",Y
TRUKOPS,5,"TRUCK OPERATIONS IS WHAT I DO FOR THE SACRAMENTO FIRE DEPARTMENT, AND I LOVE IT. TRUKOPS   THANK YOU",OPS OR COPS?,Y
TRYME 5O,2,"WE HAVE A VINTAGE 5.0 MUSTANG.. THIS IS ABOUT ALL THE PEOPLE THAT OFFER US MONEY FOR OUR CAR.. WE SAY "" TRY ME"" WITH THEIR PRICE TO BUY IT. WE WILL NEVER SELL!",TAUNTING POLICE,N
TWERK4U,1,TO WORK FOR YOU,"TWERK FOR YOU, SEXUAL CONNOTATIONS",N
USCHOLA,2,"MY FRIENDS CALL ME CHOLA, I GRADUATED FROM SC IN 1998 AND 2012.",CHOLA CAN HAVE GANG IMPLICATIONS,N
VIP TNT,2,VIP TINT,"TNT=EXPLOSIVE, VIPTINT IS TAKEN",N
YESCA O1,7D,YES CALIFORNIA #1,YESCA=MARIJUANA - YESCA listed as unacceptable,N
